time,sv,ECEF,position,clock,velocity,dclock
2024-05-12 17:30:00,L47,x,-1776.457911,0.004435,-67832.904246,999999.999999
2024-05-12 17:30:00,L47,z,-6611.055006,0.004435,19915.413051,999999.999999
2024-05-12 17:30:00,L47,y,-402.514844,0.004435,-27635.694303,999999.999999
2024-05-12 18:00:00,L47,x,-5019.889111,0.004923,46970.248446,999999.999999
2024-05-12 18:00:00,L47,y,-1550.238931,0.004923,13693.108971,999999.999999
2024-05-12 18:00:00,L47,z,4387.039007,0.004923,58404.570735,999999.999999
2024-05-12 18:30:00,L47,x,6169.246247,0.005073,32201.092887,999999.999999
2024-05-12 18:30:00,L47,y,667.08994,0.005073,2853.812237,999999.999999
2024-05-12 18:30:00,L47,z,2893.574525,0.005073,-69035.147188,999999.999999
2024-05-12 19:00:00,L47,x,41.123291,0.001836,-75886.330238,999999.999999
2024-05-12 19:00:00,L47,y,317.872135,0.001836,145.937585,999999.999999
2024-05-12 19:00:00,L47,z,-6849.855822,0.001836,-453.313752,999999.999999
2024-05-12 19:30:00,L47,x,-6201.366876,0.001822,31354.758685,999999.999999
2024-05-12 19:30:00,L47,y,700.421156,0.001822,-2863.747673,999999.999999
2024-05-12 19:30:00,L47,z,2818.122411,0.001822,69414.974972,999999.999999
2024-05-12 20:00:00,L47,x,4959.853335,0.007511,47603.72515,999999.999999
2024-05-12 20:00:00,L47,y,-1559.028193,0.007511,-14058.685572,999999.999999
2024-05-12 20:00:00,L47,z,26598932595.066753,0.007511,-617673035.9991418,999999.999999
2024-05-12 20:30:00,L47,x,1846.250462,0.004474,-67507.715844,999999.999999
2024-05-12 20:30:00,L47,y,-440.80089,0.004474,27804.168161,999999.999999
2024-05-12 20:30:00,L47,z,-6589.091995,0.004474,-20789.885498,999999.999999
2024-05-12 21:00:00,L47,x,-5874.331104,0.003715,10829.078586,999999.999999
2024-05-12 21:00:00,L47,y,3367.009994,0.003715,-4636.106616,999999.999999
2024-05-12 21:00:00,L47,z,1041.817474,0.003715,75313.404201,999999.999999
2024-05-12 21:30:00,L47,z,5679.761651,0.006496,-42334.834865,999999.999999
2024-05-12 21:30:00,L47,y,-2538.121344,0.006496,-39396.254579,999999.999999
2024-05-12 21:30:00,L47,x,2846.697661,0.006496,49542.145127,999999.999999
2024-05-12 22:00:00,L47,z,-5847.674097,0.006516,-39631.288768,999999.999999
2024-05-12 22:00:00,L47,x,2704.659041,0.006516,-46143.205566,999999.999999
2024-05-12 22:00:00,L47,y,-2345.709103,0.006516,45515.077951,999999.999999
2024-05-12 22:30:00,L47,x,-4082.963199,0.007115,-4236.655098,999999.999999
2024-05-12 22:30:00,L47,y,5443.963239,0.007115,7988.904576,999999.999999
2024-05-12 22:30:00,L47,z,-811.629476,0.007115,75663.734822,999999.999999
2024-05-12 23:00:00,L47,z,6491.035653,0.004262,-23754.731849,999999.999999
2024-05-12 23:00:00,L47,y,-2004.409172,0.004262,-63059.110461,999999.999999
2024-05-12 23:00:00,L47,x,794.401193,0.004262,35384.860645,999999.999999
2024-05-12 23:30:00,L47,x,2087.491177,0.003653,-20530.688722,999999.999999
2024-05-12 23:30:00,L47,y,-4555.874873,0.003653,47637.391034,999999.999999
2024-05-12 23:30:00,L47,z,-4678.548956,0.003653,-55612.130427,999999.999999
2024-05-13 00:00:00,L47,x,-1481.113906,0.000875,-5964.286134,999999.999999
2024-05-13 00:00:00,L47,y,6165.133456,0.000875,28268.384841,999999.999999
2024-05-13 00:00:00,L47,z,-2605.567978,0.000875,70451.549376,999999.999999
2024-05-13 00:30:00,L47,y,-345.125037,0.002868,-75442.122031,999999.999999
2024-05-13 00:30:00,L47,x,-276.769543,0.002868,9296.23386,999999.999999
2024-05-13 00:30:00,L47,z,6824.941968,0.002868,-3435.742165,999999.999999
2024-05-13 01:00:00,L47,x,99.006432,0.006793,-1019.090374,999999.999999
2024-05-13 01:00:00,L47,y,-6078.910505,0.006793,35094.598787,999999.999999
2024-05-13 01:00:00,L47,z,-3165.975789,0.006793,-67551.977561,999999.999999
2024-05-13 01:30:00,L47,x,944.902157,0.002121,7623.194678,999999.999999
2024-05-13 01:30:00,L47,z,-4208.523493,0.002121,60077.07504,999999.999999
2024-05-13 01:30:00,L47,y,5329.497533,0.002121,46034.110919,999999.999999
2024-05-13 02:00:00,L47,z,6656.775185,-0.000515,17135.746778,999999.999999
2024-05-13 02:00:00,L47,y,1567.623582,-0.000515,-71529.637346,999999.999999
2024-05-13 02:00:00,L47,x,114.027197,-0.000515,-19510.498843,999999.999999
2024-05-13 02:30:00,L47,x,-2562.784042,0.006047,4828.430475,999999.999999
2024-05-13 02:30:00,L47,z,-1420.636666,0.006047,-74548.139767,999999.999999
2024-05-13 02:30:00,L47,y,-6194.894033,0.006047,15004.75379,999999.999999
2024-05-13 03:00:00,L47,x,2296.6127,0.004298,31768.2902,999999.999999
2024-05-13 03:00:00,L47,y,3385.523169,0.004298,52068.389752,999999.999999
2024-05-13 03:00:00,L47,z,-5502.804661,0.004298,45321.717655,999999.999999
2024-05-13 03:30:00,L47,x,1802.591901,0.003422,-40683.401751,999999.999999
2024-05-13 03:30:00,L47,y,2751.020684,0.003422,-53027.212018,999999.999999
2024-05-13 03:30:00,L47,z,5998.777438,0.003422,36450.873197,999999.999999
2024-05-13 04:00:00,L47,x,-4900.850487,0.006942,-4499.443761,999999.999999
2024-05-13 04:00:00,L47,y,-4767.555236,0.006942,-2362.717835,999999.999999
2024-05-13 04:00:00,L47,z,428.555772,0.006942,-76062.611389,999999.999999
2024-05-13 04:30:00,L47,y,1237.17083,0.005114,42066.585126,999999.999999
2024-05-13 04:30:00,L47,x,2146.027198,0.005114,57012.494947,999999.999999
2024-05-13 04:30:00,L47,z,-6394.229313,0.005114,27283.858842,999999.999999
2024-05-13 05:00:00,L47,y,2535.518897,-0.001498,-27630.92128,999999.999999
2024-05-13 05:00:00,L47,x,4049.845817,-0.001498,-47116.348828,999999.999999
2024-05-13 05:00:00,L47,z,4899.341151,-0.001498,53094.903626,999999.999999
2024-05-13 05:30:00,L47,x,-6044.733929,0.004471,-23809.68136,999999.999999
2024-05-13 05:30:00,L47,y,-2304.604431,0.004471,-8033.766618,999999.999999
2024-05-13 05:30:00,L47,z,2245.770616,0.004471,-71974.622193,999999.999999
2024-05-13 06:00:00,L47,x,714.69026,0.003467,73244.992401,999999.999999
2024-05-13 06:00:00,L47,z,-6818.502897,0.003467,7283.954382,999999.999999
2024-05-13 06:00:00,L47,y,-144.879172,0.003467,18476.595537,999999.999999
2024-05-13 06:30:00,L47,y,852.798425,0.005462,-5756.255077,999999.999999
2024-05-13 06:30:00,L47,x,5857.967344,0.005462,-37957.862418,999999.999999
2024-05-13 06:30:00,L47,z,3439.393412,0.005462,65836.985392,999999.999999
2024-05-13 07:00:00,L47,x,-5621.131402,0.006249,-43448.999348,999999.999999
2024-05-13 07:00:00,L47,y,258.428182,0.006249,1799.769475,999999.999999
2024-05-13 07:00:00,L47,z,3897.326068,0.006249,-62584.036979,999999.999999
2024-05-13 07:30:00,L47,x,-1225.633845,0.004042,73983.391408,999999.999999
2024-05-13 07:30:00,L47,y,-137.166329,0.004042,-10557.571247,999999.999999
2024-05-13 07:30:00,L47,z,-6745.481173,0.004042,-13237.400492,999999.999999
2024-05-13 08:00:00,L47,x,6397.718955,0.0032,-18961.111846,999999.999999
2024-05-13 08:00:00,L47,y,-1732.596261,0.0032,3910.209863,999999.999999
2024-05-13 08:00:00,L47,z,1726.242323,0.0032,73732.397017,999999.999999
2024-05-13 08:30:00,L47,z,5261.660662,0.004718,-48592.066575,999999.999999
2024-05-13 08:30:00,L47,y,1956.682988,0.004718,24122.204329,999999.999999
2024-05-13 08:30:00,L47,x,-3911.782487,0.004718,-53463.661125,999999.999999
2024-05-13 09:00:00,L47,x,-2683.301798,4.8e-05,59093.219781,999999.999999
2024-05-13 09:00:00,L47,y,1271.775919,4.8e-05,-34629.09559,999999.999999
2024-05-13 09:00:00,L47,z,-6180.616892,4.8e-05,-32803.538978,999999.999999
2024-05-13 09:30:00,L47,x,32055924658.742523,0.000503,8780.993516088623,999999.999999
2024-05-13 09:30:00,L47,z,-113.735746,0.000503,76194.518062,999999.999999
2024-05-13 09:30:00,L47,y,-4262.45236,0.000503,-1870.421735,999999.999999
2024-05-13 10:00:00,L47,z,6238.965798,0.004573,-31033.398763,999999.999999
2024-05-13 10:00:00,L47,y,2206.356835,0.004573,50378.840693,999999.999999
2024-05-13 10:00:00,L47,x,-1730.790137,0.004573,-47893.279114,999999.999999
2024-05-13 10:30:00,L47,x,-2872.257826,0.003639,34836.403549,999999.999999
2024-05-13 10:30:00,L47,z,-5164.386214,0.003639,-50008.381149,999999.999999
2024-05-13 10:30:00,L47,y,3476.535432,0.003639,-45434.355582,999999.999999
2024-05-13 11:00:00,L47,x,3105.719359,0.004025,9203.266181,999999.999999
2024-05-13 11:00:00,L47,y,-5792.440124,0.004025,-19510.296164,999999.999999
2024-05-13 11:00:00,L47,z,-1945.490083,0.004025,73051.535448,999999.999999
2024-05-13 11:30:00,L47,y,1051.629945,0.005207,70128.152606,999999.999999
2024-05-13 11:30:00,L47,z,6757.472285,0.005207,-11202.240057,999999.999999
2024-05-13 11:30:00,L47,x,-76.106224,0.005207,-27333.420412,999999.999999
2024-05-13 12:00:00,L47,z,-3769.776331,0.003652,-63591.690172,999999.999999
2024-05-13 12:00:00,L47,x,-1547.72422,0.003652,11244.82503,999999.999999
2024-05-13 12:00:00,L47,y,5512.381452,0.003652,-40261.763137,999999.999999
2024-05-13 12:30:00,L47,x,480.120959,0.001276,3259.032985,999999.999999
2024-05-13 12:30:00,L47,y,-5793.083656,0.001276,-40172.320815,999999.999999
2024-05-13 12:30:00,L47,z,-3635.112475,0.001276,64548.08862,999999.999999
2024-05-13 13:00:00,L47,z,6778.91814,0.006262,9452.015318,999999.999999
2024-05-13 13:00:00,L47,x,298.337969,0.006262,1301.280271,999999.999999
2024-05-13 13:00:00,L47,y,-856.349723,0.006262,75492.876886,999999.999999
2024-05-13 13:30:00,L47,x,885.136775,0.005335,-2119.988563,999999.999999
2024-05-13 13:30:00,L47,y,6464.224279,0.005335,-23169.074819,999999.999999
2024-05-13 13:30:00,L47,z,-2098.218926,0.005335,-72534.379445,999999.999999
2024-05-13 14:00:00,L47,z,-5058.267376,0.002101,51328.822473,999999.999999
2024-05-13 14:00:00,L47,y,-4374.784147,0.002101,-53564.066562,999999.999999
2024-05-13 14:00:00,L47,x,-1514.155175,0.002101,-16571.688865,999999.999999
2024-05-13 14:30:00,L47,x,-795.251017,0.001084,27710.806129,999999.999999
2024-05-13 14:30:00,L47,z,6301.548622,0.001084,29415.49155,999999.999999
2024-05-13 14:30:00,L47,y,-2539.449403,0.001084,64503.344708,999999.999999
2024-05-13 15:00:00,L47,x,3539.404901,0.007425,-271.186528,999999.999999
2024-05-13 15:00:00,L47,y,5860.128274,0.007425,-3259.718641,999999.999999
2024-05-13 15:00:00,L47,z,-272.528041,0.007425,-76152.955029,999999.999999
2024-05-13 15:30:00,L47,z,-6110.518169,0.006139,34386.934822,999999.999999
2024-05-13 15:30:00,L47,y,-2238.683266,0.006139,-52377.808914,999999.999999
2024-05-13 15:30:00,L47,x,-2161.76537,0.006139,-42911.533927,999999.999999
2024-05-13 16:00:00,L47,z,5360.784415,0.004303,47220.967557,999999.999999
2024-05-13 16:00:00,L47,x,-2896.487997,0.004303,42561.978841,999999.999999
2024-05-13 16:00:00,L47,y,-3113.184416,0.004303,41935.981263,999999.999999
2024-05-13 16:30:00,L47,x,5423.240181,0.008983,15048.51753,999999.999999
2024-05-13 16:30:00,L47,y,3875.674727,0.008983,9245.113153,999999.999999
2024-05-13 16:30:00,L47,z,1572.943596,0.008983,-74165.212874,999999.999999
2024-05-13 17:00:00,L47,z,-6716.113543,0.002964,14966.293653,999999.999999
2024-05-13 17:00:00,L47,y,-373.32558,0.002964,-35421.30819,999999.999999
2024-05-13 17:00:00,L47,x,-1333.725527,0.002964,-65434.481251,999999.999999
2024-05-13 17:30:00,L47,x,-5094.006654,0.004904,41452.890833,999999.999999
2024-05-13 17:30:00,L47,y,-2168.346456,0.004904,17280.427553,999999.999999
2024-05-13 17:30:00,L47,z,4025.744152,0.004904,61558.198989,999999.999999
2024-05-13 18:00:00,L47,x,5863.049375,0.003478,36114.755535,999999.999999
2024-05-13 18:00:00,L47,y,1260.143438,0.003478,7417.621851,999999.999999
2024-05-13 18:00:00,L47,z,3302.009819,0.003478,-66713.314507,999999.999999
2024-05-13 18:30:00,L47,z,-6831.858545,0.003268,-5527.282582,999999.999999
2024-05-13 18:30:00,L47,x,461.572662,0.003268,-75252.70764,999999.999999
2024-05-13 18:30:00,L47,y,367.971842,0.003268,-8104.914993,999999.999999
2024-05-13 19:00:00,L47,x,-6415.729982,0.002918,26771.305032,999999.999999
2024-05-13 19:00:00,L47,y,52.575801,0.002918,687.564306,999999.999999
2024-05-13 19:00:00,L47,z,2394.602331,0.002918,71367.820174,999999.999999
2024-05-13 19:30:00,L47,x,4789.63372,0.003184,52556.252514,999999.999999
2024-05-13 19:30:00,L47,y,-982.706916,0.003184,-9370.69433,999999.999999
2024-05-13 19:30:00,L47,z,4787.758359,0.003184,-54351.368884,999999.999999
2024-05-13 20:00:00,L47,x,2298.670397,0.006304,-68658.247999,999999.999999
2024-05-13 20:00:00,L47,z,-6449.581604,0.006304,-25624.225393,999999.999999
2024-05-13 20:00:00,L47,y,-369.463309,0.006304,19843.888027,999999.999999
2024-05-13 20:30:00,L47,x,-6244.571509,0.002529,6653.627671,999999.999999
2024-05-13 20:30:00,L47,y,2756.512592,0.002529,-1371.466648,999999.999999
2024-05-13 20:30:00,L47,z,587.392605,0.002529,75923.10651,999999.999999
2024-05-13 21:00:00,L47,x,2765.856269,0.005514,55825.244929,999999.999999
2024-05-13 21:00:00,L47,z,5920.999896,0.005514,-38000.96374,999999.999999
2024-05-13 21:00:00,L47,y,-2022.348365,0.005514,-35165.362797,999999.999999
2024-05-13 21:30:00,L47,x,3230.515059,0.002614,-48676.298171,999999.999999
2024-05-13 21:30:00,L47,y,-2290.702637,0.002614,38468.396734,999999.999999
2024-05-13 21:30:00,L47,z,-5596.921551,0.002614,-43876.992948,999999.999999
2024-05-13 22:00:00,L47,x,-4582.97762,0.007832,-8530.637098,999999.999999
2024-05-13 22:00:00,L47,y,4936.903306,0.007832,11126.90165,999999.999999
2024-05-13 22:00:00,L47,z,-1263.251556,0.007832,74890.14062,999999.999999
2024-05-13 22:30:00,L47,x,743.649355,0.004108,42877.54034,999999.999999
2024-05-13 22:30:00,L47,z,6618.838197,0.004108,-18867.686205,999999.999999
2024-05-13 22:30:00,L47,y,-1554.480795,0.004108,-59977.633808,999999.999999
2024-05-13 23:00:00,L47,y,-4576.536258,0.006724,41767.595599,999999.999999
2024-05-13 23:00:00,L47,x,2694.419922,0.006724,-23793.121003,999999.999999
2024-05-13 23:00:00,L47,z,-4335.0637,0.006724,-58959.26402,999999.999999
2024-05-13 23:30:00,L47,x,-2051.991314,0.001524,-10649.887346,999999.999999
2024-05-13 23:30:00,L47,y,5801.40672,0.001524,31765.85562,999999.999999
2024-05-13 23:30:00,L47,z,-3021.568955,0.001524,68358.267736,999999.999999
2024-05-14 00:00:00,L47,x,-343.038853,0.006628,17476.057537,999999.999999
2024-05-14 00:00:00,L47,y,71.965519,0.006628,-74037.89034,999999.999999
2024-05-14 00:00:00,L47,z,6830.213185,0.006628,1647.658221,999999.999999
2024-05-14 00:30:00,L47,x,753.808348,0.005606,-4378.799883,999999.999999
2024-05-14 00:30:00,L47,y,-6230.71332,0.005606,30235.611154,999999.999999
2024-05-14 00:30:00,L47,z,-2754.883594,0.005606,-69753.396851,999999.999999
2024-05-14 01:00:00,L47,z,-4558.395791,0.003703,56827.427472,999999.999999
2024-05-14 01:00:00,L47,x,372.485203,0.003703,2680.785757,999999.999999
2024-05-14 01:00:00,L47,y,5108.206516,0.003703,50465.808032,999999.999999
2024-05-14 01:30:00,L47,z,6539.461936,0.004219,22043.653553,999999.999999
2024-05-14 01:30:00,L47,x,21.364161,0.004219,-11389.531199,999999.999999
2024-05-14 01:30:00,L47,y,2005.361162,0.004219,-71944.632538,999999.999999
2024-05-14 02:00:00,L47,z,-971.965406,0.007913,-75439.105702,999999.999999
2024-05-14 02:00:00,L47,x,-1923.573548,0.007913,1723.130256,999999.999999
2024-05-14 02:00:00,L47,y,-6504.560434,0.007913,10668.477807,999999.999999
2024-05-14 02:30:00,L47,z,-5761.348345,0.004993,41159.578048,999999.999999
2024-05-14 02:30:00,L47,x,1775.067273,0.004993,27084.267922,999999.999999
2024-05-14 02:30:00,L47,y,3267.201779,0.004993,57826.733827,999999.999999
2024-05-14 03:00:00,L47,z,5767.684306,0.001386,40825.881997,999999.999999
2024-05-14 03:00:00,L47,x,1712.776463,0.001386,-33307.169182,999999.999999
2024-05-14 03:00:00,L47,y,3257.303821,0.001386,-54963.993754,999999.999999
2024-05-14 03:30:00,L47,z,881.881666,0.006854,-75575.443528,999999.999999
2024-05-14 03:30:00,L47,x,-4346.934987,0.006854,-7414.923339,999999.999999
2024-05-14 03:30:00,L47,y,-5219.962592,0.006854,-6735.634019,999999.999999
2024-05-14 04:00:00,L47,x,1691.025463,0.005951,53290.031087,999999.999999
2024-05-14 04:00:00,L47,y,1162.818666,0.005951,49152.211307,999999.999999
2024-05-14 04:00:00,L47,z,-6542.981278,0.005951,22514.684291,999999.999999
2024-05-14 04:30:00,L47,z,4571.528573,0.003674,56616.298749,999999.999999
2024-05-14 04:30:00,L47,x,4019.611589,0.003674,-40859.800221,999999.999999
2024-05-14 04:30:00,L47,y,3128.325963,0.003674,-30481.825665,999999.999999
2024-05-14 05:00:00,L47,z,2670.238405,0.00915,-70146.195926,999999.999999
2024-05-14 05:00:00,L47,x,-5625.286614,0.00915,-26961.351894,999999.999999
2024-05-14 05:00:00,L47,y,-2847.582201,0.00915,-12798.975194,999999.999999
2024-05-14 05:30:00,L47,x,301.8429,0.005642,71090.249108,999999.999999
2024-05-14 05:30:00,L47,y,-226.716746,0.005642,26458.686042,999999.999999
2024-05-14 05:30:00,L47,z,-6846.930141,0.005642,2254.72251,999999.999999
2024-05-14 06:00:00,L47,z,3039.160514,0.002267,68244.863324,999999.999999
2024-05-14 06:00:00,L47,x,5947.131192,0.002267,-32766.577847,999999.999999
2024-05-14 06:00:00,L47,y,1509.000073,0.002267,-8859.877823,999999.999999
2024-05-14 06:30:00,L47,x,-5346.671541,0.00544,-47421.199444,999999.999999
2024-05-14 06:30:00,L47,y,-306.017571,0.00544,-3329.135548,999999.999999
2024-05-14 06:30:00,L47,z,4261.721158,0.00544,-59552.989409,999999.999999
2024-05-14 07:00:00,L47,x,-1647.287823,0.000338,73659.859448,999999.999999
2024-05-14 07:00:00,L47,y,-247.485819,0.000338,-2394.2709,999999.999999
2024-05-14 07:00:00,L47,z,-6651.78215,0.000338,-18164.751384,999999.999999
